id,type,Country,County,Municipality,Coordinates,Gender,Age,Language,Nationality,PoliticalSpectrum,SocioeconomicStatus,EU,NATODonovia,Information Dissemination Agents
B-ID-1109,basic,Lithuania,Panevezys,Panevezys District,55.672739 24.372379,Female,NotApplicable,NationalLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LNK', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Vakaru Ekspresas (ve.lt)', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-1110,basic,Lithuania,Panevezys,Panevezys District,55.672739 24.372379,Female,Middle,BothLang,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1111,basic,Lithuania,Panevezys,Panevezys District,55.672739 24.372379,Female,NotApplicable,BothLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1112,basic,Lithuania,Panevezys,Panevezys District,55.672739 24.372379,Male,Middle,DonovianLang,Lithuanian,Undecided,UpperClass,ProEU,Neutral,['Delfi LT (delfi.lt)']
B-ID-1113,basic,Lithuania,Panevezys,Panevezys District,55.672739 24.372379,Male,Middle,NationalLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-1114,basic,Lithuania,Panevezys,Panevezys District,55.672739 24.372379,Male,Middle,BothLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1115,basic,Lithuania,Panevezys,Panevezys District,55.672739 24.372379,Male,Middle,BothLang,Lithuanian,Center,LowerClass,ProEU,Undecided,['Facebook(LT)']
B-ID-1116,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,NotApplicable,NationalLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1117,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,Old,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['Respublika (respublika.lt)', 'Facebook(LT)']"
B-ID-1118,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,NotApplicable,BothLang,Lithuanian,Center,LowerClass,AntiEU,Neutral,"['Diena (Diena.lt)', 'Facebook(LT)', 'Odnoklassniki(LT)']"
B-ID-1119,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,Middle,NationalLang,Lithuanian,Left,MiddleClass,ProEU,Undecided,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-1120,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,Middle,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-1121,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Male,NotApplicable,NationalLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'L24 (l24.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1122,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Male,Middle,BothLang,Lithuanian,Undecided,LowerClass,AntiEU,ProNATOAntiDonovia,['Delfi LT (delfi.lt)']
B-ID-1123,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Male,Middle,BothLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Diena (Diena.lt)', 'L24 (l24.lt)', 'Facebook(LT)']"
B-ID-1124,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,Old,DonovianLang,Other,Undecided,UpperClass,Undecided,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Delfi LT (delfi.lt)']"
B-ID-1125,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,NotApplicable,NationalLang,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiDonovia,"['LNK', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1126,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,Old,NationalLang,Lithuanian,Right,UpperClass,ProEU,Undecided,[]
B-ID-1127,basic,Lithuania,Panevezys,Pasvalys District,56.061055 24.399455,Female,Old,NationalLang,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1128,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Female,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,Undecided,[]
B-ID-1129,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Male,NotApplicable,NationalLang,Lithuanian,Right,LowerClass,ProEU,Undecided,"['LNK', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1130,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Female,Middle,BothLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-1131,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Female,Middle,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1132,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Female,Middle,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-1133,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Male,Old,NationalLang,Lithuanian,Right,UpperClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-1134,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Male,Old,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1135,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Female,NotApplicable,OtherLang,Lithuanian,Center,UpperClass,ProEU,Neutral,"['TV3 LT (tv3.lt)', 'Facebook(LT)']"
B-ID-1136,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Male,Middle,BothLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)', 'L24 (l24.lt)', 'Facebook(LT)', 'Odnoklassniki(LT)']"
B-ID-1137,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Female,Old,BothLang,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1138,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Male,Middle,BothLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,['Lietuvos Rytas (lrytas.lt)']
B-ID-1139,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Male,Middle,BothLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1140,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Female,Old,NationalLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)']"
B-ID-1141,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Female,Old,BothLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,['Lietuvos Rytas (lrytas.lt)']
B-ID-1142,basic,Lithuania,Panevezys,Rokiskis District,55.955059 25.586763,Male,Middle,BothLang,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiDonovia,"['L24 (l24.lt)', 'Facebook(LT)']"
B-ID-1143,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Male,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Facebook(LT)']"
B-ID-1144,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Male,Middle,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,Undecided,"['PBK LT', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', 'Verslo Zinios (vz.lt)']"
B-ID-1145,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Female,Old,NationalLang,Lithuanian,Right,UpperClass,AntiEU,Undecided,[]
B-ID-1146,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Female,Old,BothLang,Lithuanian,Right,LowerClass,Undecided,ProNATOAntiDonovia,['15min (15min.lt)']
B-ID-1147,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Female,Middle,BothLang,Lithuanian,Undecided,UpperClass,AntiEU,AntiNATOProDonovia,['Respublika (respublika.lt)']
B-ID-1148,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Female,Middle,OtherLang,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1149,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Female,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Facebook(LT)']"
B-ID-1150,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Female,Middle,BothLang,Lithuanian,Undecided,LowerClass,AntiEU,AntiNATOProDonovia,"['PBK LT', 'Respublika (respublika.lt)']"
B-ID-1151,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Female,Young,NationalLang,Lithuanian,Undecided,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-1152,basic,Lithuania,Siauliai,Akmene District,56.245292 22.746347,Male,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,Neutral,[]
B-ID-1153,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Female,Middle,NationalLang,Donovian,Center,MiddleClass,ProEU,Undecided,"['TV3 LT (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)', 'Diena (Diena.lt)', 'Facebook(LT)']"
B-ID-1154,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Female,NotApplicable,NationalLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1155,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Female,Young,NationalLang,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiDonovia,['LRT (lrt.lt)']
B-ID-1156,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Male,Old,BothLang,Lithuanian,Center,LowerClass,ProEU,Neutral,['15min (15min.lt)']
B-ID-1157,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Male,Middle,NationalLang,Lithuanian,Undecided,LowerClass,AntiEU,Undecided,[]
B-ID-1158,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Female,NotApplicable,NationalLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Diena (Diena.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1159,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Female,NotApplicable,NationalLang,Lithuanian,Center,LowerClass,ProEU,AntiNATOProDonovia,[]
B-ID-1160,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Male,Middle,BothLang,Lithuanian,Center,LowerClass,ProEU,Undecided,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Sputnik News LT (sputniknews.ru)']"
B-ID-1161,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Female,Young,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,Undecided,['Delfi LT (delfi.lt)']
B-ID-1162,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Male,Old,NationalLang,Lithuanian,Undecided,LowerClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-1163,basic,Lithuania,Siauliai,Joniskis District,56.239365 23.615292,Female,Middle,BothLang,Lithuanian,Undecided,MiddleClass,AntiEU,AntiNATOProDonovia,"['PBK LT', 'Respublika (respublika.lt)', 'VK(LT)']"
B-ID-1164,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Female,Middle,NationalLang,Lithuanian,Right,LowerClass,Undecided,ProNATOAntiDonovia,['TV3 LT (tv3.lt)']
B-ID-1165,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Male,Middle,NationalLang,Lithuanian,Center,UpperClass,Undecided,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Facebook(LT)']"
B-ID-1166,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Female,Middle,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-1167,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Male,Old,BothLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1168,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Female,Middle,BothLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-1169,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Female,Old,OtherLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['L24 (l24.lt)', 'Facebook(LT)']"
B-ID-1170,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Female,Old,BothLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Facebook(LT)']"
B-ID-1171,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Female,NotApplicable,DonovianLang,Lithuanian,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['RUSRADIO (rusradio.lt)', 'Delfi LT (delfi.lt)', 'Lenta (lenta.ru)', 'Sputnik News LT (sputniknews.ru)', 'Facebook(LT)']"
B-ID-1172,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Female,Middle,BothLang,Lithuanian,Right,MiddleClass,Undecided,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)']"
B-ID-1173,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Male,Middle,NationalLang,Lithuanian,Right,MiddleClass,AntiEU,AntiNATOProDonovia,['Respublika (respublika.lt)']
B-ID-1174,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Male,Middle,NationalLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1175,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Male,NotApplicable,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1176,basic,Lithuania,Siauliai,Kelme District,55.630476 22.937882,Female,Middle,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-1177,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Male,Old,BothLang,Lithuanian,Left,LowerClass,Undecided,Neutral,[]
B-ID-1178,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Female,NotApplicable,BothLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)', 'Odnoklassniki(LT)', 'Twitter(LT)']"
B-ID-1179,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Male,NotApplicable,NationalLang,Lithuanian,Right,UpperClass,Undecided,Undecided,"['LNK', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)', 'Facebook(LT)']"
B-ID-1180,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,Undecided,"['TV3 LT (tv3.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1181,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Female,Middle,NationalLang,Lithuanian,Left,LowerClass,ProEU,Neutral,[]
B-ID-1182,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Male,Middle,NationalLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1183,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Female,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,AntiNATOProDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)']"
B-ID-1184,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Male,Old,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1185,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Male,Middle,OtherLang,Lithuanian,Undecided,LowerClass,ProEU,Neutral,[]
B-ID-1186,basic,Lithuania,Siauliai,Pakruojis District,55.981443 23.856798,Female,Middle,NationalLang,Other,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1187,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Male,Middle,BothLang,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-1188,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Male,Old,NationalLang,Lithuanian,Right,MiddleClass,ProEU,AntiNATOProDonovia,[]
B-ID-1189,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Male,Middle,BothLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Alfa (alfa.lt)']"
B-ID-1190,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,NotApplicable,BothLang,Lithuanian,Center,LowerClass,ProEU,Undecided,"['TV3 LT (tv3.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)', 'Odnoklassniki(LT)']"
B-ID-1191,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Male,Middle,BothLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,['Delfi LT (delfi.lt)']
B-ID-1192,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,NotApplicable,NationalLang,Donovian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1193,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Male,Middle,NationalLang,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiDonovia,"['LNK', 'Facebook(LT)']"
B-ID-1194,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,Old,BothLang,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiDonovia,['Respublika (respublika.lt)']
B-ID-1195,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Male,Middle,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,['Lietus Radio (lietus.fm)']
B-ID-1196,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,Middle,NationalLang,Lithuanian,Left,UpperClass,AntiEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1197,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,Middle,NationalLang,Lithuanian,Center,LowerClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-1198,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Male,Middle,BothLang,Lithuanian,Center,UpperClass,ProEU,Neutral,"['LRT (lrt.lt)', 'Diena (Diena.lt)', 'Facebook(LT)']"
B-ID-1199,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,Old,NationalLang,Lithuanian,Center,LowerClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-1200,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Male,Middle,BothLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Diena (Diena.lt)']"
B-ID-1201,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,NotApplicable,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'LNK', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1202,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,Middle,NationalLang,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)']"
B-ID-1203,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,Old,BothLang,Lithuanian,Center,MiddleClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-1204,basic,Lithuania,Siauliai,Radviliskis District,55.811275 23.547346,Female,Middle,NationalLang,Lithuanian,Undecided,LowerClass,AntiEU,AntiNATOProDonovia,['Facebook(LT)']
B-ID-1205,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Female,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1206,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Male,NotApplicable,BothLang,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'L24 (l24.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1207,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Male,Middle,NationalLang,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1208,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Female,Middle,BothLang,Lithuanian,Right,LowerClass,ProEU,Neutral,['TV3 LT (tv3.lt)']
B-ID-1209,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Female,Middle,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,Undecided,['Delfi LT (delfi.lt)']
B-ID-1210,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Male,Middle,BothLang,Lithuanian,Left,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-1211,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Female,NotApplicable,BothLang,Lithuanian,Undecided,MiddleClass,Undecided,Neutral,"['Lietuvos Rytas (lrytas.lt)', 'Respublika (respublika.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)', 'Diena (Diena.lt)', 'Alfa (alfa.lt)']"
B-ID-1212,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Female,Old,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,['TV3 LT (tv3.lt)']
B-ID-1213,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Female,Young,BothLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,['TV3 LT (tv3.lt)']
B-ID-1214,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Male,Middle,NationalLang,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-1215,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Male,Middle,NationalLang,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)', 'Facebook(LT)']"
B-ID-1216,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Male,Middle,NationalLang,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)']"
B-ID-1217,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Male,Old,NationalLang,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1218,basic,Lithuania,Siauliai,Siauliai City,55.934951 23.312807,Female,Middle,NationalLang,Donovian,Center,UpperClass,ProEU,Undecided,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', '15min (15min.lt)', 'Diena (Diena.lt)', 'Facebook(LT)']"
